,User,Hash,Music,Likes,Comments,Shares,Length
0,sparklingjupp,#realtalk,Originalton - sparklingjupp✔,8704,61,8,
1,ray.tv1,*Korrekte Polizei* 🚨👮‍♂️ #fyp,Originalton - Ray.TV1,9807,51,113,
2,dlshad105,"#rescueanimals , #animalhaven , #sheltersurvivor , #حمایت_از_حقوق_حیوانات , #حيوان_دوستم , #animalaid , #dogvillage_ , #rescueanimalsofinstagram , #rescueanimal , #paralyzeddog , #انسانم , #animalsanctuary , #animalrescue , #becomeapatron , #pandapawsrescue #trending #viral #trend #trendingnow #reels #explore #instagram #foryou #explorepage #trendingreels #tiktok #viralpost",心疼 - Dalel,12.3K,600,151,
3,clips123action,,Originalton - Dominik Humer441,20.8K,168,3633,
4,jamootv,@elaine.victoria 💕✈️,хабиби - ♡,68.3K,373,79,
5,lebenszene,Der war hart 🔥😎 #lebenszene #filmzitate #fürdich #viral #filmclips #funnymoments #coldestmoments,Originalton - leben szene,37.3K,520,2207,
6,semih_iman,Leute die in einer langen Beziehung sind wissen wie leicht das ist 😂🤣 #comedу #couple #trending #funny #CoupleGoals #foryou #freundin #couplechsllenge #4u #viralvideo #fy #raten #triggern,Spongebob Tomfoolery - Dante9k Remix - David Snell,36.2K,85,231,
7,andcarli,,som original - Anderson Carli,405.7K,5418,1590,
8,sihamhadrouji,مان وليش ياما🔥😌,original sound - 🖤⚡ZïÑôú_Äzîz⚡🖤,12.6K,635,563,
9,tomirudi,#barber #topkuts #likeeee,Whoopty (Instrumental) - DJB,280.7K,476,3484,
10,watchseries94,#fyp #foryoupage #lovedeathandrobots #netflixseries #netflix #watchseries #tvshow #viral,Stranger Things - Kyle Dixon & Michael Stein,43.8K,135,73,
11,novelasturcas1234,Ella eligió el amor 🫶 🫶 #paradisehotel #love,sonido original - Anadavluca😘❤️💋,199.6K,332,197,
12,mokka.ccino,Wie gut kann mein Freund türkisch Teil 2😂,Classical Music - Classical Music,58K,2453,124,
13,mrsbeg,XXL Vlog in Berlin ❤️ #fürdich #foryou,Roxanne - Instrumental - Califa Azul,34.9K,265,134,
14,sheltonmovie24,#fyp #foryou #movie,dance(256762) - TimTaj,95K,350,85,
15,dieser.johnny,"😂😂😂😂 Der Blick am Ende, ich schwöre @richardcwiertnia hasst mich 😂 #wahrheitoderlüge #coronatest #kleber",Originalton - Johnny,371.1K,237,338,
