,User,Hash,Music,Likes,Comments,Shares,Length
0,maha_90_aw,,original sound - Maha,2550,85,33,
1,khanwafe,Collste Polizei aus #kalsruhe #fürdich #foryou,Originalton - Khanwafe,8976,117,53,
2,gerperalta190,Si sabes porqué... dejame tu comentario... Liberan a miles de #patos #cuak #ducks #duck #ducksoftiktok #viral #tiktok #parati #tiktokviral #xyzbca,Steven Universe - L.Dre,557.5K,6245,7985,
3,nonameblabla0,#fyp #viral,Originalton - Nonameblabla,166.4K,652,262,
4,andcarli,,som original - Anderson Carli,139.2K,1103,192,
5,matsudake,😎🍿💦 #respect #challenge #再現 #平和な日常,オリジナル楽曲 - M2DK/マツダ家の日常,71.9K,1036,289,
6,cznburak,Hogwarts❤️❤️🙈🙈,Harry Potter - The Intermezzo Orchestra,335.7K,3604,5494,
7,deborahyowa,,son original - Deborah yowa,823.3K,22.2K,7731,
8,loloamadm4,#foryou #folowersss100к #viralfollowers #متابعة🌹_لايك🌹_اكسبلور,الصوت الأصلي - ✌🇵🇸الملكة👸 ننوشة🇸🇾,16.5K,485,164,
9,eldrywallboy2,Puro Drywall ✅️💯🤣🔫🤪💯 @eldrywallboy #eldrywallboy #fyp #fypシ #fypage #parati #like #drywall #drywallfinisher @tiktok #juntosimparables #latinos #work #job #sigueme #comparte #share #honduras🇭🇳,love nwantinti (ah ah ah) - CKay,137K,766,1424,
10,hacker33446,,Dandelions (slowed + reverb) - Ruth B.,123.5K,1934,5227,
11,vanessa_zinner,Wem passiert das auch manchmal?🥲😂👯‍♀️ #vegitarosch #trend #bestefreundin,Originalton - FamilieHowe,9906,51,29,
12,ellie_mirelli,Yeah yeah yeah 😏 @imarealmax #isiundossi #acting #fyp #lipsync #viral,Isi und Ossi - 🦋Elli🦋,362.5K,1720,1206,
13,bvbble.svnny,😍#fyp,Originalton - Lena<3,36.4K,2485,410,
14,jessiebluegrey,Insta-jessiebluegrey 🫶🤍,Nn - .,78.7K,348,55,
15,paulawwolf,@b.u.t.t.e.r.f.l.y..addi antworten - Welche Prinzessin bin ich?? 🤫🤫🧡,Quirky - Oleg Kirilkov,101.2K,5016,51,
16,emiirbayrak,😂 (Insta: emirbyr),Act 2: In the Hall of the Mountain King - Edvard Grieg,95.4K,652,53,
17,denisqelaj,😂 #binjaket_boys #fyp #trend,Drip or Down - Remix - callmekendrick01,35.2K,392,513,
18,skaya.siberian,Skaya plays truth or dare using her talking buttons! (part 4),original sound - Skaya,1.7M,7996,25.7K,
