,User,Hash,Music,Likes,Comments,Shares,Length
0,nadine_mkaouar,i forgot to sew the elastics on :’),son original - nadine mkaouar,233K,776,549,
1,russia.putin.47,Putin mit Tiere ❤️#🇷🇺 #russia #russland🇷🇺 #putin #prayforrussia🇷🇺 #fypシ #viral🇷🇺 #vibe,Originalton - 🇷🇺☝🏼,2463,169,29,
2,hazel_und_thomas,#hazelbrugger #comedy 💫,Originalton - Hazel & Thomas,49.8K,121,148,
3,yasincengiz38,Ritimler aynı sizce?😝😝#istanbul🇹🇷 #bygöbekshow #göbekshow #LiveForTheChallenge #kayseriii #38 #38baby #türkiyem🇹🇷🇹🇷🇹🇷 #ramania🇷🇴 #azerbaycan🇦🇿 #ukrayna🇺🇦 #rusya🇷🇺 #cezayir🇹🇷الجزائر🇩🇿 #ıraq🇾🇪 #bulgaristan🇧🇬❤️,original sound - Biser King,1.6M,12K,44.9K,
4,eurokosova1,#fy #fyp #viral #eurokosova #kosova #shqipnia #crypto,πρωτότυπος ήχος - 🦁,78.5K,103,3545,
5,espn,He’s a bucket 👏 (via homemdogas_/IG) #buckets,original sound - ESPN,76.9K,396,240,
6,mask1ll7,"#Duett mit
@devrim_ada36 wie bei Mcces mehr Verpackung als Inhalt 🥷🙌 #maskill7 #fypシ",orijinal ses - Devrim_ada36,25.5K,281,98,
7,sultanofficiall,,Deep Coughing - user3488332569599,39.3K,165,124,
8,rose.friederike,ASMR Fails 😅 IG: rose.friederike 😰 #asmrfails #asmrsounds #asmrvideo #asmr #skincareasmr,Originalton - ROSE,6.3M,23.7K,9518,
9,berdievgabinii,#craft #handmade #diy,original sound - berdievgabinii,3.9M,17.1K,407.2K,
10,respect4talents,Respect 😱 #WOW #insane #incredible #moment #film #movie #xyzbca #foryou #foryoupage #fyp,Love You So - The King Khan & BBQ Show,49.9K,194,86,
11,emiirbayrak,😂 Wer könnte das sein? (Insta: emirbyr),Originalton - Jule,695K,15.6K,10.6K,
12,skill.any,Nimmt es mit Humor 😂#fy #viral,mrs right - hi,59.3K,657,1956,
